ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Prato allo Stelvio,82005370216,PagoPA SpA,15376371009
Comune di Prato allo Stelvio,82005370216,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Prato allo Stelvio,82005370216,Alto Adige Riscossioni Spa,02805390214
Comune di Prato Carnico,00416340305,PagoPA SpA,15376371009
Comune di Prato Carnico,00416340305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Prato Sesia,82002530036,San Marco SPA,04142440728
Comune di Prato Sesia,82002530036,PagoPA SpA,15376371009
Comune di Prato Sesia,82002530036,Maggioli SPA,06188330150
Comune di Prato Sesia,82002530036,CREDEMTEL SpA,01378570350
Comune di Pratola Peligna,00173390667,PagoPA SpA,15376371009
Comune di Pratola Peligna,00173390667,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Comune di Pratola Peligna,00173390667,CREDEMTEL SpA,01378570350
Comune di Pratola Serra,80006130647,PagoPA SpA,15376371009
Comune di Pratola Serra,80006130647,Sintax s.r.l.,02177970783
Comune di Pratola Serra,80006130647,CREDEMTEL SpA,01378570350
Comune di Pratola Serra,80006130647,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Pratovecchio Stia,02169070519,Regione Toscana,01386030488
Comune di Pratovecchio Stia,02169070519,PagoPA SpA,15376371009
Comune di Pravisdomini,80003650936,Optimia Srls,10893490960
Comune di Pravisdomini,80003650936,PagoPA SpA,15376371009
Comune di Pravisdomini,80003650936,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pray,00351920020,Siscom SPA,01778000040
Comune di Pray,00351920020,Regione Piemonte,80087670016
Comune di Pray,00351920020,PagoPA SpA,15376371009
Comune di Pray,00351920020,Optimia Srls,10893490960
Comune di Prazzo,00481360048,Siscom SPA,01778000040
Comune di Prazzo,00481360048,PagoPA SpA,15376371009
Comune di Pre'-saint-didier,00102900073,PagoPA SpA,15376371009
Comune di Pre'-saint-didier,00102900073,Regione Autonoma Valle D'Aosta,80002270074
Comune di Precenicco,83000970307,PagoPA SpA,15376371009
Comune di Precenicco,83000970307,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Preci,84002730541,Regione Umbria,80000130544
Comune di Preci,84002730541,PagoPA SpA,15376371009
Comune di Predaia,02354850220,Provincia Autonoma di Trento,00337460224
Comune di Predaia,02354850220,PagoPA SpA,15376371009
Comune di Predaia,02354850220,APKAPPA S.R.L.,08543640158
Comune di Predappio,80008750400,PagoPA SpA,15376371009
Comune di Predappio,80008750400,Lepida Spa,02770891204
Comune di Predappio,80008750400,Maggioli SPA,06188330150
Comune di Predappio,80008750400,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Predazzo,00148590227,Provincia Autonoma di Trento,00337460224
Comune di Predazzo,00148590227,PagoPA SpA,15376371009
Comune di Predazzo,00148590227,E-Fil S.r.l.,03789750100
Comune di Predoi,81001720218,PagoPA SpA,15376371009
Comune di Predoi,81001720218,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Predoi,81001720218,Alto Adige Riscossioni Spa,02805390214
Comune di Predore,00547750166,PagoPA SpA,15376371009
Comune di Predore,00547750166,Regione Lombardia,80050050154
Comune di Predore,00547750166,APKAPPA S.R.L.,08543640158
Comune di Predore,00547750166,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Predosa,00389860065,PagoPA SpA,15376371009
Comune di Predosa,00389860065,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Predosa,00389860065,APKAPPA S.R.L.,08543640158
Comune di Preganziol,80010170266,PagoPA SpA,15376371009
Comune di Preganziol,80010170266,Maggioli SPA,06188330150
Comune di Preganziol,80010170266,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Preganziol,80010170266,CREDEMTEL SpA,01378570350
Comune di Preganziol,80010170266,Regione del Veneto,80007580279
Comune di Preganziol,80010170266,Abaco Spa,02391510266
Comune di Pregnana Milanese,86502760159,PagoPA SpA,15376371009
Comune di Pregnana Milanese,86502760159,Regione Lombardia,80050050154
Comune di Pregnana Milanese,86502760159,CREDEMTEL SpA,01378570350
Comune di Pregnana Milanese,86502760159,Progetti e Soluzioni SPA,06423240727
Comune di Prela',00247030083,Siscom SPA,01778000040
Comune di Prela',00247030083,PagoPA SpA,15376371009
Comune di Premana,00622450138,PagoPA SpA,15376371009
Comune di Premana,00622450138,Regione Lombardia,80050050154
Comune di Premana,00622450138,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Premariacco,80002850305,Optimia Srls,10893490960
Comune di Premariacco,80002850305,PagoPA SpA,15376371009
Comune di Premariacco,80002850305,S.T.E.P. SRL,02104860909
Comune di Premariacco,80002850305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Premeno,00426060034,Siscom SPA,01778000040
Comune di Premeno,00426060034,PagoPA SpA,15376371009
Comune di Premia,00422790030,Siscom SPA,01778000040
Comune di Premia,00422790030,PagoPA SpA,15376371009
Comune di Premia,00422790030,Technical Design s.r.l.,00595270042
Comune di Premilcuore,80002530402,PagoPA SpA,15376371009
Comune di Premilcuore,80002530402,Lepida Spa,02770891204
Comune di Premilcuore,80002530402,Maggioli SPA,06188330150
Comune di Premilcuore,80002530402,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Premolo,00530750165,PagoPA SpA,15376371009
Comune di Premolo,00530750165,Regione Lombardia,80050050154
Comune di Premolo,00530750165,CREDEMTEL SpA,01378570350
Comune di Premosello Chiovenda,00423240035,Siscom SPA,01778000040
Comune di Premosello Chiovenda,00423240035,PagoPA SpA,15376371009
Comune di Premosello Chiovenda,00423240035,Maggioli SPA,06188330150
Comune di Preone,84001290307,PagoPA SpA,15376371009
Comune di Preone,84001290307,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Prepotto,80010310300,PagoPA SpA,15376371009
Comune di Prepotto,80010310300,Maggioli SPA,06188330150
Comune di Prepotto,80010310300,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Preseglie,00736840174,PagoPA SpA,15376371009
Comune di Preseglie,00736840174,Regione Lombardia,80050050154
Comune di Preseglie,00736840174,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Preseglie,00736840174,Softline srl,12299030150
Comune di Presenzano,80009190614,PagoPA SpA,15376371009
Comune di Presenzano,80009190614,P.A. Digitale spa,06628860964
Comune di Presezzo,82003210166,PagoPA SpA,15376371009
Comune di Presezzo,82003210166,eRemind srl – PMPAY,11311050964
Comune di Presezzo,82003210166,Maggioli SPA,06188330150
Comune di Presicce,81002870756,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pressana,00663220234,PagoPA SpA,15376371009
Comune di Pressana,00663220234,Abaco Spa,02391510266
Comune di Pressana,00663220234,Regione del Veneto,80007580279
Comune di Pretoro,80003870690,PagoPA SpA,15376371009
Comune di Pretoro,80003870690,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Prevalle,00846620177,PagoPA SpA,15376371009
Comune di Prevalle,00846620177,P.A. Digitale spa,06628860964
Comune di Prevalle,00846620177,Regione Lombardia,80050050154
Comune di Prevalle,00846620177,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Prevalle,00846620177,APKAPPA S.R.L.,08543640158
Comune di Prezza,00189230667,PagoPA SpA,15376371009
Comune di Prezza,00189230667,Noviservice srl,02789990922
Comune di Prezza,00189230667,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Priero,00469710040,Regione Piemonte,80087670016
Comune di Priero,00469710040,PagoPA SpA,15376371009
Comune di Prignano Cilento,81000550657,PagoPA SpA,15376371009
Comune di Prignano Cilento,81000550657,CREDEMTEL SpA,01378570350
Comune di Prignano sulla Secchia,84002010365,PagoPA SpA,15376371009
Comune di Prignano sulla Secchia,84002010365,Lepida Spa,02770891204
Comune di Prignano sulla Secchia,84002010365,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Prignano sulla Secchia,84002010365,Hera S.p.A.,04245520376
Comune di Prignano sulla Secchia,84002010365,Next Step Solution,02554480349
Comune di Primaluna,00617330139,PagoPA SpA,15376371009
Comune di Primaluna,00617330139,Regione Lombardia,80050050154
Comune di Primaluna,00617330139,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Primaluna,00617330139,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Primiero San Martino di Castrozza,02401890229,Provincia Autonoma di Trento,00337460224
Comune di Primiero San Martino di Castrozza,02401890229,PagoPA SpA,15376371009
Comune di Primiero San Martino di Castrozza,02401890229,E-Fil S.r.l.,03789750100
Comune di Priocca,00416320042,Siscom SPA,01778000040
Comune di Priocca,00416320042,Regione Piemonte,80087670016
Comune di Priocca,00416320042,Noviservice srl,02789990922
Comune di Priocca,00416320042,PagoPA SpA,15376371009
Comune di Priola,00358940047,Siscom SPA,01778000040
Comune di Priola,00358940047,PagoPA SpA,15376371009
Comune di Priolo Gargallo,00282190891,PagoPA SpA,15376371009
Comune di Priolo Gargallo,00282190891,ANCITEL,07196850585
Comune di Priolo Gargallo,00282190891,P.A. Digitale spa,06628860964
Comune di Priolo Gargallo,00282190891,E-Fil S.r.l.,03789750100
Comune di Priverno,80005330594,PagoPA SpA,15376371009
Comune di Priverno,80005330594,Poste Italiane S.P.A.,97103880585
Comune di Priverno,80005330594,eRemind srl – PMPAY,11311050964
Comune di Priverno,80005330594,E-Fil S.r.l.,03789750100
Comune di Priverno,80005330594,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Prizzi,85001150821,PagoPA SpA,15376371009
Comune di Prizzi,85001150821,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Prizzi,85001150821,ARCA Servizi s.r.l,09106071005
Comune di Prizzi,85001150821,Comune di Palermo,80016350821
Comune di Proceno,00222070567,PagoPA SpA,15376371009
Comune di Proceno,00222070567,APKAPPA S.R.L.,08543640158
Comune di Procida,00634830632,PagoPA SpA,15376371009
Comune di Procida,00634830632,Maggioli SPA,06188330150
Comune di Procida,00634830632,Noviservice srl,02789990922
Comune di Procida,00634830632,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Procida,00634830632,eRemind srl – PMPAY,11311050964
Comune di Propata,80007290101,PagoPA SpA,15376371009
Comune di Propata,80007290101,Regione Liguria,00849050109
Comune di Proserpio,00528510134,PagoPA SpA,15376371009
Comune di Proserpio,00528510134,Regione Lombardia,80050050154
Comune di Prossedi,00136690591,PagoPA SpA,15376371009
Comune di Prossedi,00136690591,E-Fil S.r.l.,03789750100
Comune di Provaglio D'Iseo,00813320173,PagoPA SpA,15376371009
Comune di Provaglio D'Iseo,00813320173,Dedagroup Public Services S.R.L.,01727860221
Comune di Provaglio D'Iseo,00813320173,Archidata srl,09613270157
Comune di Provaglio D'Iseo,00813320173,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Provagliovalsabbia,00867640179,PagoPA SpA,15376371009
Comune di Provagliovalsabbia,00867640179,Regione Lombardia,80050050154
Comune di Provagliovalsabbia,00867640179,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Provagliovalsabbia,00867640179,Softline srl,12299030150
Comune di Proves,80007600218,PagoPA SpA,15376371009
Comune di Proves,80007600218,Alto Adige Riscossioni Spa,02805390214
Comune di Provvidenti,81000850701,PagoPA SpA,15376371009
Comune di Provvidenti,81000850701,P.A. Digitale spa,06628860964
Comune di Prunetto,00494600042,Siscom SPA,01778000040
Comune di Prunetto,00494600042,PagoPA SpA,15376371009
Comune di Puegnago del Garda,00842980179,UNIMATICA-RGI S.p.A.,02098391200
Comune di Puegnago del Garda,00842980179,PagoPA SpA,15376371009
Comune di Puegnago del Garda,00842980179,Regione Lombardia,80050050154
Comune di Puglianello,90000440629,PagoPA SpA,15376371009
Comune di Puglianello,90000440629,Dedagroup Public Services S.R.L.,01727860221
Comune di Pula,92010680921,PagoPA SpA,15376371009
Comune di Pula,92010680921,Maggioli SPA,06188330150
Comune di Pula,92010680921,Regione Autonoma della Sardegna,80002870923
Comune di Pula,92010680921,E-Fil S.r.l.,03789750100
Comune di Pula,92010680921,Dedagroup Public Services S.R.L.,01727860221
Comune di Pulfero,80010170308,PagoPA SpA,15376371009
Comune di Pulfero,80010170308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pulsano,80010270736,PagoPA SpA,15376371009
Comune di Pulsano,80010270736,Archidata srl,09613270157
Comune di Pulsano,80010270736,Advanced Systems S.p.A.,03383350638
Comune di Pumenengo,83001610167,PagoPA SpA,15376371009
Comune di Pumenengo,83001610167,Poste Italiane S.P.A.,97103880585
Comune di Pumenengo,83001610167,Regione Lombardia,80050050154
Comune di Pumenengo,83001610167,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pumenengo,83001610167,Abaco Spa,02391510266
Comune di Pusiano,00512860131,PagoPA SpA,15376371009
Comune di Pusiano,00512860131,Maggioli SPA,06188330150
Comune di Pusiano,00512860131,Regione Lombardia,80050050154
Comune di Pusiano,00512860131,San Marco SPA,04142440728
Comune di Pusiano,00512860131,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Putifigari,00253840904,PagoPA SpA,15376371009
Comune di Putifigari,00253840904,Regione Autonoma della Sardegna,80002870923
Comune di Putignano,82002270724,PagoPA SpA,15376371009
Comune di Putignano,82002270724,Maggioli SPA,06188330150
Comune di Putignano,82002270724,Regione Puglia,80017210727
Comune di Putignano,82002270724,E-Fil S.r.l.,03789750100
Comune di Putignano,82002270724,Open Software S.r.l.,02810000279
Comune di Putignano,82002270724,Intesa Sanpaolo SPA,00799960158
Comune di Quadrelle,80006570644,PagoPA SpA,15376371009
Comune di Quadrelle,80006570644,Dedagroup Public Services S.R.L.,01727860221
Comune di Quadri,81002560696,PagoPA SpA,15376371009
Comune di Quadri,81002560696,Poste Italiane S.P.A.,97103880585
Comune di Quagliuzzo,01814490015,Siscom SPA,01778000040
Comune di Quagliuzzo,01814490015,PagoPA SpA,15376371009
Comune di Qualiano,80034790636,PagoPA SpA,15376371009
Comune di Qualiano,80034790636,Noviservice srl,02789990922
Comune di Qualiano,80034790636,Maggioli SPA,06188330150
Comune di Quaranti,82000350056,Siscom SPA,01778000040
Comune di Quaranti,82000350056,Poste Italiane S.P.A.,97103880585
Comune di Quaranti,82000350056,PagoPA SpA,15376371009
Comune di Quaregna Cerreto,02677680023,Siscom SPA,01778000040
Comune di Quaregna Cerreto,02677680023,PagoPA SpA,15376371009
Comune di Quargnento,80005530060,PagoPA SpA,15376371009
Comune di Quargnento,80005530060,APKAPPA S.R.L.,08543640158
Comune di Quarna Sopra,00295840037,Siscom SPA,01778000040
Comune di Quarna Sopra,00295840037,PagoPA SpA,15376371009
Comune di Quarna Sopra,00295840037,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quarna Sotto,00348150038,Siscom SPA,01778000040
Comune di Quarna Sotto,00348150038,PagoPA SpA,15376371009
Comune di Quarna Sotto,00348150038,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quarona,00202120028,Siscom SPA,01778000040
Comune di Quarona,00202120028,Regione Piemonte,80087670016
Comune di Quarona,00202120028,PagoPA SpA,15376371009
Comune di Quarrata,00146470471,Regione Toscana,01386030488
Comune di Quarrata,00146470471,PagoPA SpA,15376371009
Comune di Quarrata,00146470471,Etruria p.a. S.r.l.,05883740481
Comune di Quarrata,00146470471,P.A. Digitale spa,06628860964
Comune di Quart,00102200078,PagoPA SpA,15376371009
Comune di Quart,00102200078,Regione Autonoma Valle D'Aosta,80002270074
Comune di Quart,00102200078,Maggioli SPA,06188330150
Comune di Quart,00102200078,Progetti e Soluzioni SPA,06423240727
Comune di Quarto,01457180634,PagoPA SpA,15376371009
Comune di Quarto,01457180634,Maggioli SPA,06188330150
Comune di Quarto,01457180634,SI.net Servizi Informatici S.r.L.,02743730125
Comune di Quarto,01457180634,Advanced Systems S.p.A.,03383350638
Comune di Quarto,01457180634,ANDREANI TRIBUTI srl,01412920439
Comune di Quarto D'Altino,84000970271,PagoPA SpA,15376371009
Comune di Quarto D'Altino,84000970271,Abaco Spa,02391510266
Comune di Quarto D'Altino,84000970271,Maggioli SPA,06188330150
Comune di Quarto D'Altino,84000970271,Regione del Veneto,80007580279
Comune di Quartu Sant'Elena,00288630924,PagoPA SpA,15376371009
Comune di Quartu Sant'Elena,00288630924,APKAPPA S.R.L.,08543640158
Comune di Quartucciu,92010020920,PagoPA SpA,15376371009
Comune di Quartucciu,92010020920,Regione Autonoma della Sardegna,80002870923
Comune di Quartucciu,92010020920,E-Fil S.r.l.,03789750100
Comune di Quartucciu,92010020920,Maggioli SPA,06188330150
Comune di Quassolo,02156820017,Siscom SPA,01778000040
Comune di Quassolo,02156820017,PagoPA SpA,15376371009
Comune di Quattordio,00451590061,PagoPA SpA,15376371009
Comune di Quattordio,00451590061,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quattordio,00451590061,Maggioli SPA,06188330150
Comune di Quattordio,00451590061,APKAPPA S.R.L.,08543640158
Comune di Quattro Castella,00439250358,PagoPA SpA,15376371009
Comune di Quattro Castella,00439250358,Lepida Spa,02770891204
Comune di Quattro Castella,00439250358,Next Step Solution,02554480349
Comune di Quero Vas,01151950258,PagoPA SpA,15376371009
Comune di Quero Vas,01151950258,P.A. Digitale spa,06628860964
Comune di Quero Vas,01151950258,Regione del Veneto,80007580279
Comune di Quero Vas,01151950258,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quero Vas,01151950258,ITALSET SRL,03890260759
Comune di Quiliano,00212370092,PagoPA SpA,15376371009
Comune di Quiliano,00212370092,Maggioli SPA,06188330150
Comune di Quincinetto,84001170012,Siscom SPA,01778000040
Comune di Quincinetto,84001170012,PagoPA SpA,15376371009
Comune di Quindici,80005710647,PagoPA SpA,15376371009
Comune di Quingentole,80006430203,PagoPA SpA,15376371009
Comune di Quingentole,80006430203,APKAPPA S.R.L.,08543640158
Comune di Quingentole,80006430203,ASSIST SPA,10596000017
Comune di Quintano,00305020190,Consorzio I.T. Srl,01321400192
Comune di Quintano,00305020190,PagoPA SpA,15376371009
Comune di Quinto di Treviso,80008290266,PagoPA SpA,15376371009
Comune di Quinto di Treviso,80008290266,Etruria p.a. S.r.l.,05883740481
Comune di Quinto di Treviso,80008290266,Maggioli SPA,06188330150
Comune di Quinto di Treviso,80008290266,CREDEMTEL SpA,01378570350
Comune di Quinto di Treviso,80008290266,Regione del Veneto,80007580279
Comune di Quinto di Treviso,80008290266,Abaco Spa,02391510266
Comune di Quinto Vercellese,80000730020,Siscom SPA,01778000040
Comune di Quinto Vercellese,80000730020,PagoPA SpA,15376371009
Comune di Quinto Vicentino,80007810247,PagoPA SpA,15376371009
Comune di Quinto Vicentino,80007810247,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quinto Vicentino,80007810247,Regione del Veneto,80007580279
Comune di Quinto Vicentino,80007810247,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Quinzano d'Oglio,00854910171,PagoPA SpA,15376371009
Comune di Quinzano d'Oglio,00854910171,Regione Lombardia,80050050154
Comune di Quinzano d'Oglio,00854910171,E-Fil S.r.l.,03789750100
Comune di Quinzano d'Oglio,00854910171,San Marco SPA,04142440728
Comune di Quinzano d'Oglio,00854910171,Abaco Spa,02391510266
Comune di Quistello,00163620206,PagoPA SpA,15376371009
Comune di Quistello,00163620206,Maggioli SPA,06188330150
Comune di Quistello,00163620206,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Quistello,00163620206,ASSIST SPA,10596000017
Comune di Quistello,00163620206,E-Fil S.r.l.,03789750100
Comune di Quistello,00163620206,ANCITEL,07196850585
Comune di Rabbi,00279660229,Provincia Autonoma di Trento,00337460224
Comune di Rabbi,00279660229,PagoPA SpA,15376371009
Comune di Rabbi,00279660229,E-Fil S.r.l.,03789750100
Comune di Rabbi,00279660229,Maggioli SPA,06188330150
Comune di Racale,81001290758,PagoPA SpA,15376371009
Comune di Racale,81001290758,Maggioli SPA,06188330150
Comune di Racale,81001290758,Regione Puglia,80017210727
Comune di Racale,81001290758,Siscom SPA,01778000040
Comune di Racale,81001290758,Poste Italiane S.P.A.,97103880585
Comune di Racale,81001290758,ITALSET SRL,03890260759
Comune di Racalmuto,82002360848,PagoPA SpA,15376371009
Comune di Racalmuto,82002360848,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Racalmuto,82002360848,Advanced Systems S.p.A.,03383350638
Comune di Racconigi,00473170041,PagoPA SpA,15376371009
Comune di Racconigi,00473170041,Technical Design s.r.l.,00595270042
Comune di Racconigi,00473170041,Advanced Systems S.p.A.,03383350638
Comune di Racconigi,00473170041,CREDEMTEL SpA,01378570350
Comune di Raccuja,00275600831,PagoPA SpA,15376371009
Comune di Raccuja,00275600831,APKAPPA S.R.L.,08543640158
Comune di Racines,81001030212,PagoPA SpA,15376371009
Comune di Racines,81001030212,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Racines,81001030212,Alto Adige Riscossioni Spa,02805390214
Comune di Radda in Chianti,00229470521,Regione Toscana,01386030488
Comune di Radda in Chianti,00229470521,PagoPA SpA,15376371009
Comune di Radda in Chianti,00229470521,E-Fil S.r.l.,03789750100
Comune di Radda in Chianti,00229470521,Maggioli SPA,06188330150
Comune di Raddusa,82001950870,PagoPA SpA,15376371009
Comune di Raddusa,82001950870,P.A. Digitale spa,06628860964
Comune di Radicofani,81003490521,Regione Toscana,01386030488
Comune di Radicofani,81003490521,PagoPA SpA,15376371009
Comune di Radicofani,81003490521,E-Fil S.r.l.,03789750100
Comune di Radicofani,81003490521,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Radicondoli,80003170521,Regione Toscana,01386030488
Comune di Radicondoli,80003170521,PagoPA SpA,15376371009
Comune di Radicondoli,80003170521,Etruria p.a. S.r.l.,05883740481
Comune di Radicondoli,80003170521,E-Fil S.r.l.,03789750100
Comune di Raffadali,00215640848,PagoPA SpA,15376371009
Comune di Raffadali,00215640848,Poste Italiane S.P.A.,97103880585
Comune di Ragalna,02183980875,PagoPA SpA,15376371009
Comune di Ragalna,02183980875,P.A. Digitale spa,06628860964
Comune di Ragogna,80006030300,Optimia Srls,10893490960
Comune di Ragogna,80006030300,PagoPA SpA,15376371009
Comune di Ragogna,80006030300,Maggioli SPA,06188330150
Comune di Ragogna,80006030300,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Ragusa,00180270886,UNIMATICA-RGI S.p.A.,02098391200
Comune di Ragusa,00180270886,PagoPA SpA,15376371009
Comune di Ragusa,00180270886,Maggioli SPA,06188330150
Comune di Ragusa,00180270886,Poste Italiane S.P.A.,97103880585
Comune di Ragusa,00180270886,Advanced Systems S.p.A.,03383350638
Comune di Ragusa,00180270886,ASSIST SPA,10596000017
Comune di Ragusa,00180270886,eRemind srl – PMPAY,11311050964
Comune di Ragusa,00180270886,ANDREANI TRIBUTI srl,01412920439
Comune di Raiano,00219510666,PagoPA SpA,15376371009
Comune di Raiano,00219510666,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Raiano,00219510666,CREDEMTEL SpA,01378570350
Comune di Raiano,00219510666,Optimia Srls,10893490960
Comune di Raiano,00219510666,E-Fil S.r.l.,03789750100
Comune di Ramacca,82001810876,PagoPA SpA,15376371009
Comune di Ramacca,82001810876,eRemind srl – PMPAY,11311050964
Comune di Ramacca,82001810876,Maggioli SPA,06188330150
Comune di Rancio Valcuvia,00561740127,PagoPA SpA,15376371009
Comune di Rancio Valcuvia,00561740127,Regione Lombardia,80050050154
Comune di Rancio Valcuvia,00561740127,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ranco,00280790122,San Marco SPA,04142440728
Comune di Ranco,00280790122,PagoPA SpA,15376371009
Comune di Ranco,00280790122,Regione Lombardia,80050050154
Comune di Ranco,00280790122,Abaco Spa,02391510266
Comune di Randazzo,00550290878,UNIMATICA-RGI S.p.A.,02098391200
Comune di Randazzo,00550290878,PagoPA SpA,15376371009
Comune di Ranica,00330380163,PagoPA SpA,15376371009
Comune di Ranica,00330380163,Regione Lombardia,80050050154
Comune di Ranica,00330380163,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ranica,00330380163,SI.net Servizi Informatici S.r.L.,02743730125
Comune di Ranzanico,00579520164,PagoPA SpA,15376371009
Comune di Ranzanico,00579520164,Poste Italiane S.P.A.,97103880585
Comune di Ranzanico,00579520164,Maggioli SPA,06188330150
Comune di Ranzanico,00579520164,CREDEMTEL SpA,01378570350
Comune di Ranzo,00245030085,PagoPA SpA,15376371009
Comune di Ranzo,00245030085,Regione Liguria,00849050109
Comune di Rapagnano,00358210441,PagoPA SpA,15376371009
Comune di Rapagnano,00358210441,Regione Marche,80008630420
Comune di Rapagnano,00358210441,CREDEMTEL SpA,01378570350
Comune di Rapagnano,00358210441,E-Fil S.r.l.,03789750100
Comune di Rapallo,83003750102,PagoPA SpA,15376371009
Comune di Rapallo,83003750102,Maggioli SPA,06188330150
Comune di Rapallo,83003750102,Advanced Systems S.p.A.,03383350638
Comune di Rapallo,83003750102,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Rapallo,83003750102,Regione Liguria,00849050109
Comune di Rapino,00154240691,PagoPA SpA,15376371009
Comune di Rapino,00154240691,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rapino,00154240691,Dedagroup Public Services S.R.L.,01727860221
Comune di Rapino,00154240691,CREDEMTEL SpA,01378570350
Comune di Rapolano Terme,00103970521,PagoPA SpA,15376371009
Comune di Rapolano Terme,00103970521,Maggioli SPA,06188330150
Comune di Rapolano Terme,00103970521,E-Fil S.r.l.,03789750100
Comune di Rapolano Terme,00103970521,Regione Toscana,01386030488
Comune di Rapolano Terme,00103970521,Abaco Spa,02391510266
Comune di Rapolla,85000450768,PagoPA SpA,15376371009
Comune di Rapolla,85000450768,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rapolla,85000450768,Dedagroup Public Services S.R.L.,01727860221
Comune di Rapone,80002430769,PagoPA SpA,15376371009
Comune di Rapone,80002430769,Regione Basilicata,80002950766
Comune di Rapone,80002430769,APKAPPA S.R.L.,08543640158
Comune di Rapone,80002430769,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Rassa,82001810025,Siscom SPA,01778000040
Comune di Rassa,82001810025,PagoPA SpA,15376371009
Comune di Rassa,82001810025,Advanced Systems S.p.A.,03383350638
Comune di Rasun Anterselva,00409320215,PagoPA SpA,15376371009
Comune di Rasun Anterselva,00409320215,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rasun Anterselva,00409320215,Alto Adige Riscossioni Spa,02805390214
Comune di Rasura,00105820146,PagoPA SpA,15376371009
Comune di Rasura,00105820146,Regione Lombardia,80050050154
Comune di Rasura,00105820146,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rasura,00105820146,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
